                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    309,                0.53263,                0.45188,                 1.0316,                0.58233,                0.34404,                0.41069,                0.30639,                 1.0575,                 1.1019,                 1.5321,             0.00039016,             0.00039016,             0.00039016
                    310,                0.55722,                0.47368,                 1.0384,                0.55507,                0.37061,                0.40326,                0.30395,                  1.073,                 1.0753,                 1.5701,             0.00038818,             0.00038818,             0.00038818
                    311,                 0.5479,                0.45617,                 1.0481,                0.54271,                0.38784,                0.40386,                0.28337,                 1.0848,                 1.0852,                  1.586,              0.0003862,              0.0003862,              0.0003862
                    312,                0.52665,                0.46737,                 1.0384,                0.55654,                0.37477,                0.38925,                 0.2789,                 1.1233,                 1.1572,                 1.6334,             0.00038422,             0.00038422,             0.00038422
                    313,                0.54394,                0.47558,                 1.0532,                0.57715,                0.35746,                0.40346,                 0.2987,                 1.1301,                 1.1496,                 1.6227,             0.00038224,             0.00038224,             0.00038224
                    314,                 0.5476,                0.47829,                  1.055,                0.57597,                0.35325,                0.40336,                0.28792,                  1.097,                  1.147,                 1.5565,             0.00038026,             0.00038026,             0.00038026
                    315,                0.50859,                0.43538,                 1.0115,                0.56413,                0.34963,                0.40144,                0.29399,                 1.0734,                 1.1452,                 1.5492,             0.00037828,             0.00037828,             0.00037828
                    316,                0.52702,                0.45653,                 1.0402,                0.54984,                0.35145,                0.39871,                 0.2994,                 1.0457,                 1.0962,                 1.5315,              0.0003763,              0.0003763,              0.0003763
                    317,                0.54476,                0.45602,                 1.0499,                0.54612,                0.33389,                0.37846,                0.28117,                 1.0395,                 1.1065,                 1.5329,             0.00037432,             0.00037432,             0.00037432
                    318,                0.53612,                0.46616,                 1.0432,                0.51188,                 0.3453,                0.37369,                0.27415,                 1.0799,                 1.1369,                 1.6196,             0.00037234,             0.00037234,             0.00037234
                    319,                0.52325,                0.44733,                 1.0349,                0.57013,                0.34119,                 0.3897,                0.28348,                 1.1539,                 1.2288,                 1.6634,             0.00037036,             0.00037036,             0.00037036
                    320,                0.53915,                0.45726,                 1.0455,                0.55752,                0.37406,                0.38717,                0.27681,                 1.1408,                 1.1636,                 1.6394,             0.00036838,             0.00036838,             0.00036838
                    321,                0.55519,                0.46289,                 1.0534,                0.55185,                0.35885,                0.38217,                0.28765,                 1.1049,                  1.132,                 1.5927,              0.0003664,              0.0003664,              0.0003664
                    322,                0.54151,                0.45006,                 1.0479,                0.54339,                0.37781,                0.38283,                0.28532,                 1.1104,                 1.1308,                 1.6157,             0.00036442,             0.00036442,             0.00036442
                    323,                0.53919,                0.46199,                 1.0443,                0.53835,                0.37295,                0.38663,                0.28799,                 1.1154,                 1.1172,                 1.6329,             0.00036244,             0.00036244,             0.00036244
                    324,                0.51363,                0.44053,                 1.0268,                0.52615,                0.38831,                0.38619,                0.28258,                  1.115,                 1.1242,                 1.6316,             0.00036046,             0.00036046,             0.00036046
                    325,                0.53121,                0.45671,                 1.0357,                 0.5546,                0.38925,                0.39672,                0.28272,                 1.0932,                 1.1317,                 1.5981,             0.00035848,             0.00035848,             0.00035848
                    326,                0.53154,                0.45069,                 1.0437,                0.57257,                0.38723,                0.38443,                0.26721,                 1.0905,                  1.184,                 1.5918,              0.0003565,              0.0003565,              0.0003565
                    327,                0.54227,                0.46452,                 1.0325,                0.54053,                0.39204,                0.38624,                0.27255,                 1.1231,                 1.1905,                 1.6218,             0.00035452,             0.00035452,             0.00035452
                    328,                0.52656,                0.43682,                 1.0286,                0.52932,                 0.3571,                0.38425,                0.28552,                 1.1283,                 1.2415,                 1.6419,             0.00035254,             0.00035254,             0.00035254
                    329,                0.54339,                0.44454,                 1.0426,                0.54978,                0.35742,                0.38118,                0.28623,                 1.1041,                 1.1654,                 1.6234,             0.00035056,             0.00035056,             0.00035056
                    330,                0.55307,                0.45617,                 1.0534,                 0.5678,                0.34489,                0.39299,                0.29435,                 1.1473,                 1.1227,                 1.6576,             0.00034858,             0.00034858,             0.00034858
                    331,                0.52683,                0.45133,                  1.037,                0.62044,                0.34126,                0.39762,                0.29383,                 1.1636,                 1.1305,                 1.6815,              0.0003466,              0.0003466,              0.0003466
                    332,                0.52039,                0.44546,                  1.036,                0.57676,                0.35289,                0.39033,                 0.2914,                 1.1684,                 1.1235,                  1.688,             0.00034462,             0.00034462,             0.00034462
                    333,                0.51703,                0.44279,                 1.0428,                0.54144,                0.38586,                0.39799,                 0.2916,                 1.1225,                 1.1026,                 1.6266,             0.00034264,             0.00034264,             0.00034264
                    334,                0.53306,                0.44326,                 1.0429,                0.54185,                0.33077,                0.38973,                0.28698,                 1.1019,                 1.1654,                  1.588,             0.00034066,             0.00034066,             0.00034066
                    335,                0.53001,                0.45185,                 1.0429,                0.53006,                 0.3582,                 0.3824,                0.27669,                  1.139,                 1.1475,                 1.6201,             0.00033868,             0.00033868,             0.00033868
                    336,                0.54842,                0.46217,                 1.0407,                0.55999,                0.31968,                0.38722,                0.27597,                 1.1341,                 1.1565,                 1.6044,              0.0003367,              0.0003367,              0.0003367
                    337,                0.52284,                0.44739,                 1.0373,                0.52156,                0.35177,                0.38439,                0.28075,                 1.1303,                 1.1438,                 1.6096,             0.00033472,             0.00033472,             0.00033472
                    338,                0.51397,                0.43872,                 1.0367,                0.51877,                0.36219,                 0.3617,                0.26441,                  1.097,                 1.1156,                 1.5888,             0.00033274,             0.00033274,             0.00033274
                    339,                0.53692,                0.45893,                  1.041,                 0.5062,                0.34089,                0.33017,                0.23839,                 1.1561,                 1.1563,                 1.6562,             0.00033076,             0.00033076,             0.00033076
                    340,                0.51009,                0.44096,                 1.0262,                0.50643,                0.35601,                 0.3581,                0.25754,                 1.1513,                 1.1577,                 1.6561,             0.00032878,             0.00032878,             0.00032878
                    341,                0.51018,                 0.4359,                 1.0312,                0.52503,                0.35866,                0.39214,                0.28822,                 1.1352,                 1.1515,                 1.6398,              0.0003268,              0.0003268,              0.0003268
                    342,                0.50336,                0.43349,                 1.0236,                0.50877,                0.38345,                0.39989,                0.29679,                 1.1267,                 1.1053,                 1.6394,             0.00032482,             0.00032482,             0.00032482
                    343,                0.49698,                0.44663,                 1.0199,                0.52878,                0.33967,                0.38601,                0.28972,                 1.1062,                 1.0874,                 1.6181,             0.00032284,             0.00032284,             0.00032284
                    344,                0.49906,                0.42328,                 1.0099,                0.56259,                0.32051,                0.39486,                0.28962,                 1.0873,                 1.0486,                 1.5856,             0.00032086,             0.00032086,             0.00032086
                    345,                0.50899,                0.43705,                 1.0321,                 0.5234,                0.36615,                0.39462,                0.29716,                 1.1257,                 1.0979,                 1.6053,             0.00031888,             0.00031888,             0.00031888
                    346,                0.50314,                0.43992,                 1.0232,                0.52962,                0.35573,                0.37388,                0.27232,                 1.1098,                 1.1214,                  1.592,              0.0003169,              0.0003169,              0.0003169
                    347,                0.51004,                0.44766,                 1.0212,                 0.5116,                0.34705,                0.37434,                0.26697,                 1.0755,                 1.1282,                 1.5744,             0.00031492,             0.00031492,             0.00031492
                    348,                0.49077,                0.42655,                 1.0056,                0.51754,                0.34904,                0.38203,                 0.2618,                 1.0845,                 1.1764,                 1.5976,             0.00031294,             0.00031294,             0.00031294
                    349,                0.50867,                0.45471,                 1.0416,                0.52036,                0.33504,                0.36028,                0.25197,                 1.1063,                 1.1453,                  1.617,             0.00031096,             0.00031096,             0.00031096
                    350,                0.48836,                0.41985,                 1.0104,                0.51615,                0.36543,                0.37871,                0.27455,                 1.1011,                 1.1179,                 1.6099,             0.00030898,             0.00030898,             0.00030898
                    351,                0.49064,                0.41833,                 1.0227,                0.54958,                0.36107,                0.39318,                0.29464,                 1.0851,                 1.1134,                 1.5971,               0.000307,               0.000307,               0.000307
                    352,                0.50622,                0.43732,                 1.0519,                0.57932,                0.34279,                0.40553,                0.30725,                 1.1006,                 1.1183,                 1.6126,             0.00030502,             0.00030502,             0.00030502
                    353,                0.49676,                0.44752,                 1.0243,                0.57129,                0.33825,                 0.3864,                0.29297,                  1.093,                 1.1171,                 1.6174,             0.00030304,             0.00030304,             0.00030304
                    354,                0.49946,                0.41337,                 1.0254,                0.55002,                0.34919,                0.38457,                0.28618,                  1.124,                 1.1009,                 1.6552,             0.00030106,             0.00030106,             0.00030106
                    355,                0.51213,                0.43235,                 1.0209,                0.54714,                0.34558,                0.38575,                0.28153,                 1.1098,                  1.095,                 1.6146,             0.00029908,             0.00029908,             0.00029908
                    356,                0.52473,                0.43998,                 1.0356,                0.53244,                0.36446,                0.37344,                0.25781,                 1.1228,                 1.1239,                 1.6186,              0.0002971,              0.0002971,              0.0002971
                    357,                0.48214,                0.42573,                 1.0291,                0.56096,                0.35056,                0.38018,                0.27106,                 1.1268,                 1.1257,                 1.6279,             0.00029512,             0.00029512,             0.00029512
                    358,                  0.494,                0.42072,                 1.0289,                0.52761,                0.36034,                0.37619,                0.25087,                 1.1374,                 1.1483,                 1.6305,             0.00029314,             0.00029314,             0.00029314
                    359,                0.48576,                 0.4186,                 1.0284,                0.61217,                0.32036,                0.38961,                0.27063,                 1.0912,                 1.0967,                 1.5828,             0.00029116,             0.00029116,             0.00029116
